topic,term,beta
4,xiaop,3.8752266e-317
5,xiaop,2.006488473691084e-301
6,xiaop,9.168612309595494e-13
7,xiaop,2.784056e-316
8,xiaop,8.0393867e-316
9,xiaop,3.6473535159974146e-282
10,xiaop,2.4417643355405733e-5
1,academia,4.403558651095127e-307
2,academia,2.1331834871516266e-306
3,academia,6.463523677538249e-308
4,academia,2.9246534436040096e-142
5,academia,3.6745161386093266e-5
6,academia,2.3053663565569405e-15
7,academia,1.1835662297095283e-306
8,academia,3.091980092522089e-287
9,academia,3.7508593997653266e-239
10,academia,2.4417644667262258e-5
1,actson,0
2,actson,0
3,actson,0
4,actson,3e-323
5,actson,2.703598616e-315
6,actson,1.9936889802276193e-16
7,actson,5e-324
8,actson,1.5583e-320
9,actson,6.349301826813267e-280
10,actson,2.4417644670283157e-5
1,advisor,0
2,advisor,0
3,advisor,0
4,advisor,7.4e-323
5,advisor,1.45790283e-315
6,advisor,3.2531974322616414e-16
7,advisor,5e-324
8,advisor,1.45e-321
9,advisor,6.554110656632191e-280
10,advisor,2.4417644670102457e-5
1,afghan,1.0477073603269362e-300
2,afghan,9.503121780256834e-303
3,afghan,7.887319413301185e-304
4,afghan,9.408831998700068e-17
5,afghan,7.349032277209203e-5
6,afghan,1.0588522415228493e-14
7,afghan,2.422184129982571e-302
8,afghan,1.0170219811203978e-269
9,afghan,1.0769925790077376e-226
10,afghan,4.8835289325949906e-5
1,afghanistan,2.7792841434901673e-302
2,afghanistan,1.163474140250088e-302
3,afghanistan,3.4266648472970426e-303
4,afghanistan,2.370629924952791e-17
5,afghanistan,2.572161294892953e-4
6,afghanistan,8.496939259456888e-13
7,afghanistan,2.2355919279032252e-302
8,afghanistan,6.610174473732522e-269
9,afghanistan,2.834898327195482e-226
10,afghanistan,0.0010743763644279877
1,aggressivelymor,0
2,aggressivelymor,0
3,aggressivelymor,0
4,aggressivelymor,1.63e-322
5,aggressivelymor,3.737610405e-315
6,aggressivelymor,3.969351794838352e-16
7,aggressivelymor,1.5e-323
8,aggressivelymor,6.0795e-320
9,aggressivelymor,1.3585466971768183e-279
10,aggressivelymor,2.441764466999975e-5
1,agreementi,0
2,agreementi,0
3,agreementi,0
4,agreementi,4.4e-323
5,agreementi,5.6875871e-316
6,agreementi,6.298121230351008e-17
7,agreementi,0
8,agreementi,9.4e-322
9,agreementi,3.0995801084367965e-280
10,agreementi,2.4417644670478777e-5
1,ahearn,0
2,ahearn,0
3,ahearn,0
4,ahearn,4.4e-323
5,ahearn,2.44070422e-315
6,ahearn,6.948431294543832e-17
7,ahearn,5e-324
8,ahearn,9.965e-321
9,ahearn,5.221120616945041e-280
10,ahearn,2.441764467046945e-5
1,airbas,0
2,airbas,1e-323
3,airbas,0
4,airbas,1.087e-321
5,airbas,1.9306023807e-314
6,airbas,2.839082313569923e-15
7,airbas,2.08e-322
8,airbas,1.65304e-319
9,airbas,3.972745634069611e-278
10,airbas,2.44176446664967e-5
1,alignedregard,0
2,alignedregard,0
3,alignedregard,0
4,alignedregard,4e-323
5,alignedregard,1.181619903e-315
6,alignedregard,1.0577059310175666e-16
7,alignedregard,5e-324
8,alignedregard,4.21e-321
9,alignedregard,9.083055857020382e-281
10,alignedregard,2.44176446704174e-5
1,alliesin,0
2,alliesin,0
3,alliesin,0
4,alliesin,1e-323
5,alliesin,1.51720068e-315
6,alliesin,2.2746056926691723e-16
7,alliesin,5e-324
8,alliesin,1.39e-320
9,alliesin,1.5653089447639455e-280
10,alliesin,2.441764467024286e-5
1,alliesto,0
2,alliesto,2e-323
3,alliesto,0
4,alliesto,1.73e-322
5,alliesto,1.499078526398e-311
6,alliesto,8.935421685799418e-14
7,alliesto,2.1e-322
8,alliesto,5.19e-319
9,alliesto,5.81988978107992e-278
10,alliesto,4.883528921296684e-5
1,alternativesprogram,0
2,alternativesprogram,0
3,alternativesprogram,0
4,alternativesprogram,3.5e-323
5,alternativesprogram,4.23758399126e-313
6,alternativesprogram,4.746017008537317e-15
7,alternativesprogram,5.4e-323
8,alternativesprogram,9.743e-321
9,alternativesprogram,4.757979911868107e-279
10,alternativesprogram,4.883528933433046e-5
1,amendmentwhil,0
2,amendmentwhil,0
3,amendmentwhil,0
4,amendmentwhil,1.5e-323
5,amendmentwhil,2.12075877e-315
6,amendmentwhil,1.14910488498677e-16
7,amendmentwhil,5e-324
8,amendmentwhil,1.526e-320
9,amendmentwhil,3.9770022307532604e-280
10,amendmentwhil,2.4417644670404303e-5
1,americaand,0
2,americaand,0
3,americaand,0
4,americaand,1.04e-322
5,americaand,5.92488634e-315
6,americaand,3.3764241996471204e-16
7,americaand,5e-324
8,americaand,7.916e-320
9,americaand,2.1055816231394583e-279
10,americaand,2.4417644670084805e-5
1,americato,0
2,americato,0
3,americato,0
4,americato,1e-323
5,americato,3.49371164e-315
6,americato,1.0945024828592171e-16
7,americato,0
8,americato,2.851e-320
9,americato,2.8617925241000595e-280
10,americato,2.441764467041211e-5
1,anda,0
2,anda,0
3,anda,0
4,anda,2e-323
5,anda,3.24575104e-315
6,anda,2.5362369010093746e-16
7,anda,0
8,anda,5.894e-321
9,anda,2.5665233501740954e-280
10,anda,2.44176446702053e-5
1,andconsolid,0
2,andconsolid,5e-324
3,andconsolid,0
4,andconsolid,1.9e-322
5,andconsolid,1.3344550843e-314
6,andconsolid,1.6579032444567233e-15
7,andconsolid,3e-323
8,andconsolid,2.4352e-320
9,andconsolid,8.172892602820205e-280
10,andconsolid,2.441764466819099e-5
1,andean,0
2,andean,1e-323
3,andean,0
4,andean,8.15e-322
5,andean,9.953491343647e-312
6,andean,3.777545357497228e-14
7,andean,3.5e-323
8,andean,1.17024e-319
9,andean,7.111437987304334e-279
10,andean,9.767057862809072e-5
1,andrestrain,0
2,andrestrain,0
3,andrestrain,0
4,andrestrain,3.5e-323
5,andrestrain,5.8248284e-316
6,andrestrain,2.44508209046131e-16
7,andrestrain,5e-324
8,andrestrain,2.4417e-320
9,andrestrain,5.577178940605411e-280
10,andrestrain,2.44176446702184e-5
1,antic,0
2,antic,0
3,antic,0
4,antic,5e-324
5,antic,1.09820852e-314
6,antic,1.0566301095440859e-15
7,antic,5e-324
8,antic,8.9564e-320
9,antic,1.2950780163859987e-279
10,antic,4.8835289339622576e-5
1,appropriationsi,0
2,appropriationsi,0
3,appropriationsi,0
4,appropriationsi,1.04e-322
5,appropriationsi,3.145131285e-315
6,appropriationsi,5.620578142936901e-16
7,appropriationsi,0
8,appropriationsi,6.3646e-320
9,appropriationsi,4.3123441968103045e-280
10,appropriationsi,2.4417644669762882e-5
1,are:th,0
2,are:th,0
3,are:th,3.720075976020836e-44
4,are:th,2e-323
5,are:th,2.024821213e-315
6,are:th,1.2550328705138572e-16
7,are:th,5e-324
8,are:th,1.57e-320
9,are:th,2.2625277975073144e-280
10,are:th,2.4417644670389076e-5
1,areath,0
2,areath,0
3,areath,0
4,areath,7.4e-323
5,areath,1.75396400845e-313
6,areath,9.573183644562447e-16
7,areath,3.5e-323
8,areath,3.17e-320
9,areath,3.0328984089521177e-279
10,areath,4.883528933976502e-5
1,assistancei,0
2,assistancei,1e-323
3,assistancei,0
4,assistancei,7e-323
5,assistancei,4.021861977e-314
6,assistancei,1.6530791476216575e-15
7,assistancei,3e-323
8,assistancei,3.3387e-319
9,assistancei,1.8680772863438414e-279
10,assistancei,4.883528933876706e-5
1,bangladesh,0
2,bangladesh,0
3,bangladesh,0
4,bangladesh,3.5e-323
5,bangladesh,2.83574565e-316
6,bangladesh,1.0559146840886723e-16
7,bangladesh,0
8,bangladesh,1.218e-320
9,bangladesh,3.3596645014202664e-280
10,bangladesh,2.4417644670417662e-5
1,barbado,0
2,barbado,0
3,barbado,0
4,barbado,0
5,barbado,1.5368475835e-314
6,barbado,1.2774647686177806e-15
7,barbado,2.5e-323
8,barbado,4.616e-320
9,barbado,7.59921277194714e-280
10,barbado,2.4417644668736685e-5
1,billschild,0
2,billschild,0
3,billschild,0
4,billschild,1.5e-323
5,billschild,8.839816e-316
6,billschild,2.6363853683066375e-16
7,billschild,0
8,billschild,3.1704e-320
9,billschild,3.878680424294398e-280
10,billschild,2.4417644670190942e-5
1,billsestablish,0
2,billsestablish,0
3,billsestablish,0
4,billsestablish,2.77e-322
5,billsestablish,2.3015500875e-314
6,billsestablish,5.051863784314264e-16
7,billsestablish,5e-324
8,billsestablish,3.556e-320
9,billsestablish,1.3737017949391176e-279
10,billsestablish,2.4417644669844468e-5
1,billsth,0
2,billsth,0
3,billsth,0
4,billsth,3e-323
5,billsth,1.38579997388e-312
6,billsth,4.181927376014093e-15
7,billsth,5e-323
8,billsth,5.247e-321
9,billsth,1.0769982791444198e-279
10,billsth,4.883528933513957e-5
1,boardit,0
2,boardit,0
3,boardit,0
4,boardit,4e-323
5,boardit,4.805142147e-315
6,boardit,2.0754088915162171e-16
7,boardit,0
8,boardit,1.4185e-320
9,boardit,2.7237632575193307e-280
10,boardit,2.4417644670271403e-5
1,brook,5e-324
2,brook,6e-323
3,brook,0
4,brook,2.233e-321
5,brook,2.2609708918293e-311
6,brook,1.8933024778994272e-13
7,brook,3.5e-323
8,brook,8.00164e-319
9,brook,2.0186302554915477e-277
10,brook,4.883528906955929e-5
1,brown,0
2,brown,0
3,brown,0
4,brown,4e-323
5,brown,2.423418233e-315
6,brown,2.57373355564456e-16
7,brown,5e-324
8,brown,1.146e-320
9,brown,5.043850108308627e-280
10,brown,2.441764467019992e-5
1,budg,0
2,budg,0
3,budg,0
4,budg,5.4e-323
5,budg,2.599440547e-315
6,budg,3.100958910394118e-17
7,budg,5e-324
8,budg,1.4283e-320
9,budg,1.7347832290415634e-280
10,budg,2.4417644670524622e-5
1,budgetthi,0
2,budgetthi,0
3,budgetthi,0
4,budgetthi,5e-323
5,budgetthi,5.102867e-316
6,budgetthi,9.071086207205646e-17
7,budgetthi,1e-323
8,budgetthi,4.4095e-320
9,budgetthi,7.918662253327694e-280
10,budgetthi,2.4417644670439e-5
1,buildingsw,0
2,buildingsw,0
3,buildingsw,0
4,buildingsw,1.5e-322
5,buildingsw,2.7385742e-315
6,buildingsw,1.0459543653625283e-16
7,buildingsw,1.5e-323
8,buildingsw,3.837e-320
9,buildingsw,1.7754458471982673e-279
10,buildingsw,2.4417644670419092e-5
1,burdenssuch,0
2,burdenssuch,0
3,burdenssuch,0
4,burdenssuch,2e-323
5,burdenssuch,4.057271007e-315
6,burdenssuch,8.1684441786129e-17
7,burdenssuch,5e-324
8,burdenssuch,1.366e-320
9,burdenssuch,7.1885381932839e-280
10,burdenssuch,2.441764467045197e-5
1,cab,0
2,cab,0
3,cab,0
4,cab,6e-323
5,cab,9.13548948555e-313
6,cab,4.58513616064787e-15
7,cab,1.5e-323
8,cab,5.3384e-320
9,cab,1.4296469802936582e-279
10,cab,4.883528933456121e-5
1,cambodia,1.3948900947697365e-303
2,cambodia,2.6705898559132196e-304
3,cambodia,5.471250323659245e-306
4,cambodia,2.159046560952183e-155
5,cambodia,7.349032277218654e-5
6,cambodia,2.1059398555887077e-14
7,cambodia,6.15498785166804e-304
8,cambodia,3.9148128682961536e-300
9,cambodia,1.2286456647546417e-264
10,cambodia,1.220882233226376e-4
1,cambodian,0
2,cambodian,0
3,cambodian,0
4,cambodian,6e-323
5,cambodian,9.207846454e-314
6,cambodian,2.7993079329920955e-15
7,cambodian,8.4e-323
8,cambodian,7.105e-321
9,cambodian,6.91055235331307e-279
10,cambodian,7.325293400769199e-5
1,caribbeanon,0
2,caribbeanon,0
3,caribbeanon,0
4,caribbeanon,2e-323
5,caribbeanon,2.6136286e-316
6,caribbeanon,6.125433651446744e-19
7,caribbeanon,0
8,caribbeanon,1.0573e-320
9,caribbeanon,1.7328305417474742e-280
10,caribbeanon,2.4417644670568258e-5
1,caribbeanpres,0
2,caribbeanpres,5e-324
3,caribbeanpres,0
4,caribbeanpres,2.37e-322
5,caribbeanpres,6.1523068135e-314
6,caribbeanpres,3.960654586327734e-15
7,caribbeanpres,2e-323
8,caribbeanpres,2.59883e-319
9,caribbeanpres,7.252690765816828e-279
10,caribbeanpres,2.4417644664887896e-5
1,cdbg,0
2,cdbg,0
3,cdbg,0
4,cdbg,3.3e-322
5,cdbg,1.047167980177e-312
6,cdbg,3.291237650566682e-15
7,cdbg,1.2e-322
8,cdbg,6.817e-320
9,cdbg,9.238476155898368e-279
10,cdbg,1.465058680186938e-4
1,change:th,0
2,change:th,0
3,change:th,0
4,change:th,5.4e-323
5,change:th,4.6539386e-316
6,change:th,2.0546704412852426e-16
7,change:th,5e-324
8,change:th,1.991e-320
9,change:th,2.7183788386756112e-281
10,change:th,2.4417644670274395e-5
1,chap,0
2,chap,5e-324
3,chap,0
4,chap,2.03e-322
5,chap,1.893133180534e-312
6,chap,2.919150203124296e-15
7,chap,1e-323
8,chap,1.1292e-319
9,chap,1.4539498853079754e-278
10,chap,1.4650586801922758e-4
1,chartersi,0
2,chartersi,0
3,chartersi,0
4,chartersi,1e-322
5,chartersi,8.48742764e-316
6,chartersi,4.722169855782892e-16
7,chartersi,1.5e-323
8,chartersi,2.1205e-320
9,chartersi,1.329154054876712e-279
10,chartersi,2.4417644669891746e-5
1,citizensi,0
2,citizensi,0
3,citizensi,0
4,citizensi,1e-323
5,citizensi,1.18366493e-316
6,citizensi,9.602095835958518e-17
7,citizensi,0
8,citizensi,1.2273e-320
9,citizensi,4.780085675131886e-280
10,citizensi,2.4417644670431367e-5
1,concessionari,0
2,concessionari,0
3,concessionari,0
4,concessionari,7e-323
5,concessionari,6.63287569e-315
6,concessionari,4.426944155681013e-16
7,concessionari,5e-324
8,concessionari,6.08e-321
9,concessionari,4.494069299813473e-280
10,concessionari,2.441764466993412e-5
1,condominium,5e-324
2,condominium,2.5e-323
3,condominium,0
4,condominium,1.18e-321
5,condominium,5.508579333814e-312
6,condominium,2.8358385529474745e-14
7,condominium,6.2e-322
8,condominium,7.8875e-319
9,condominium,2.4372166944630496e-279
10,condominium,9.767057864159874e-5
1,confere,0
2,confere,0
3,confere,0
4,confere,4.55e-322
5,confere,4.4965526373e-314
6,confere,2.2883816726827964e-15
7,confere,1.24e-322
8,confere,3.4391e-319
9,confere,8.592488139001384e-279
10,confere,1.7092351269070146e-4
1,constitutionan,0
2,constitutionan,0
3,constitutionan,0
4,constitutionan,6e-323
5,constitutionan,4.74836636e-315
6,constitutionan,1.1780683473360644e-16
7,constitutionan,1e-323
8,constitutionan,1.5074e-320
9,constitutionan,4.822533138906368e-280
10,constitutionan,2.441764467040014e-5
1,containmentthi,0
2,containmentthi,0
3,containmentthi,0
4,containmentthi,2e-323
5,containmentthi,4.58332759e-315
6,containmentthi,7.256988830762729e-17
7,containmentthi,5e-324
8,containmentthi,2.7356e-320
9,containmentthi,1.0493991710164152e-279
10,containmentthi,2.4417644670465025e-5
1,conventionsi,0
2,conventionsi,0
3,conventionsi,0
4,conventionsi,3e-323
5,conventionsi,5.5924946e-317
6,conventionsi,5.848653052978227e-17
7,conventionsi,0
8,conventionsi,3.903e-321
9,conventionsi,9.934131840962802e-282
10,conventionsi,2.441764467048524e-5
1,corporationear,0
2,corporationear,0
3,corporationear,0
4,corporationear,2e-323
5,corporationear,4.135812267e-315
6,corporationear,3.932565763652966e-18
7,corporationear,5e-324
8,corporationear,1.1e-320
9,corporationear,1.055378306748294e-280
10,corporationear,2.4417644670563487e-5
1,corporationth,0
2,corporationth,0
3,corporationth,3.720075976020836e-44
4,corporationth,3.5e-323
5,corporationth,1.06834662e-315
6,corporationth,2.835329771180407e-16
7,corporationth,0
8,corporationth,4.565e-321
9,corporationth,3.297201296136096e-280
10,corporationth,2.4417644670162404e-5
1,countrywith,0
2,countrywith,0
3,countrywith,0
4,countrywith,5e-323
5,countrywith,2.84478137e-316
6,countrywith,2.4310632182280023e-16
7,countrywith,5e-324
8,countrywith,2.038e-320
9,countrywith,4.584007497620344e-281
10,countrywith,2.4417644670220395e-5
1,coursenot,0
2,coursenot,0
3,coursenot,0
4,coursenot,1.04e-322
5,coursenot,1.71257635e-315
6,coursenot,3.545983793599541e-16
7,coursenot,1.5e-323
8,coursenot,2.631e-320
9,coursenot,3.9281995312573005e-280
10,coursenot,2.441764467006047e-5
1,cranston,0
2,cranston,5e-324
3,cranston,0
4,cranston,3.46e-322
5,cranston,5.8148924516e-313
6,cranston,1.852625995282194e-14
7,cranston,2.5e-323
8,cranston,6.905e-320
9,cranston,1.1115222929922062e-278
10,cranston,4.883528931456386e-5
1,crazi,7.4248691220066e-311
2,crazi,7.7844163218e-310
3,crazi,3.817594330913e-312
4,crazi,3.6573558316690145e-5
5,crazi,1.8371496793064692e-246
6,crazi,1.8961506104524153e-16
7,crazi,6.500576910741412e-306
8,crazi,5.336343491975555e-304
9,crazi,1.3618499342340628e-269
10,crazi,2.4417644670297122e-5
1,crescendo,0
2,crescendo,3e-323
3,crescendo,0
4,crescendo,2.885e-321
5,crescendo,7.2067244774e-314
6,crescendo,1.3345204058505524e-14
7,crescendo,1.2e-322
8,crescendo,1.1607e-318
9,crescendo,2.7862630410759127e-278
10,crescendo,2.4417644651426506e-5
1,cyclic,0
2,cyclic,5e-324
3,cyclic,0
4,cyclic,1.73e-322
5,cyclic,5.680701856685e-312
6,cyclic,3.548289203469051e-14
7,cyclic,6e-323
8,cyclic,1.49677e-319
9,cyclic,2.2831375760091973e-278
10,cyclic,2.4417644665479375e-4
1,dampen,0
2,dampen,0
3,dampen,0
4,dampen,3.5e-323
5,dampen,5.0854659e-316
6,dampen,7.483919668578865e-17
7,dampen,5e-324
8,dampen,3.787e-320
9,dampen,4.6269466127117233e-281
10,dampen,2.4417644670461772e-5
1,darker,0
2,darker,5e-324
3,darker,0
4,darker,4.64e-322
5,darker,2.358412738386e-312
6,darker,1.583237899142997e-14
7,darker,1.93e-322
8,darker,1.2084e-319
9,darker,5.906157169845577e-279
10,darker,4.8835289318427996e-5
1,dartmouth,0
2,dartmouth,0
3,dartmouth,0
4,dartmouth,5.4e-323
5,dartmouth,2.054358715e-315
6,dartmouth,1.7030238331237327e-16
7,dartmouth,0
8,dartmouth,3.715e-321
9,dartmouth,1.4764971485317068e-280
10,dartmouth,2.441764467032484e-5
1,dauntingcontinu,0
2,dauntingcontinu,0
3,dauntingcontinu,0
4,dauntingcontinu,2e-323
5,dauntingcontinu,2.165989295e-315
6,dauntingcontinu,8.614451891435742e-17
7,dauntingcontinu,5e-324
8,dauntingcontinu,6.566e-321
9,dauntingcontinu,2.586931229976984e-280
10,dauntingcontinu,2.441764467044555e-5
1,daywel,0
2,daywel,5e-324
3,daywel,0
4,daywel,3.16e-322
5,daywel,1.876562883e-315
6,daywel,1.5829074888514232e-15
7,daywel,2e-323
8,daywel,4.1576e-320
9,daywel,3.688701352336887e-279
10,daywel,2.441764466829856e-5
1,decade:salt,0
2,decade:salt,0
3,decade:salt,0
4,decade:salt,1.5e-323
5,decade:salt,2.53381682e-315
6,decade:salt,4.7673012772780545e-17
7,decade:salt,5e-324
8,decade:salt,1.1793e-320
9,decade:salt,7.436018073014434e-281
10,decade:salt,2.4417644670500722e-5
1,decadejust,0
2,decadejust,0
3,decadejust,0
4,decadejust,1.3e-322
5,decadejust,1.81814696e-315
6,decadejust,1.0251095904621298e-15
7,decadejust,2.5e-323
8,decadejust,5.0177e-320
9,decadejust,2.3333006792575318e-279
10,decadejust,2.4417644669098686e-5
1,decim,0
2,decim,0
3,decim,0
4,decim,5e-324
5,decim,1.59972123e-315
6,decim,2.7349820546704676e-16
7,decim,5e-324
8,decim,2.408e-320
9,decim,4.918725105005317e-280
10,decim,2.4417644670176803e-5
1,destabil,0
2,destabil,0
3,destabil,0
4,destabil,1.04e-322
5,destabil,8.249044157e-315
6,destabil,4.004294296536753e-16
7,destabil,0
8,destabil,6.6783e-320
9,destabil,1.8317003750083166e-279
10,destabil,2.4417644669994718e-5
1,developmentand,0
2,developmentand,0
3,developmentand,0
4,developmentand,9.4e-323
5,developmentand,3.55421336e-315
6,developmentand,5.762076714789228e-17
7,developmentand,5e-324
8,developmentand,2.5993e-320
9,developmentand,8.253951898017046e-281
10,developmentand,2.441764467048645e-5
1,developmentthi,0
2,developmentthi,0
3,developmentthi,0
4,developmentthi,2.5e-323
5,developmentthi,7.7935136e-316
6,developmentthi,3.189588154976283e-17
7,developmentthi,0
8,developmentthi,1.632e-320
9,developmentthi,4.422302693587381e-280
10,developmentthi,2.4417644670523365e-5
1,diagnos,0
2,diagnos,0
3,diagnos,0
4,diagnos,8e-323
5,diagnos,2.532200223e-315
6,diagnos,5.661156644267471e-16
7,diagnos,5e-324
8,diagnos,3.08e-320
9,diagnos,7.609969250039384e-280
10,diagnos,2.4417644669757068e-5
1,directorson,0
2,directorson,0
3,directorson,0
4,directorson,2.5e-323
5,directorson,1.41921797e-315
6,directorson,1.8250455560138663e-16
7,directorson,5e-324
8,directorson,8.69e-321
9,directorson,2.0080435324117877e-280
10,directorson,2.4417644670307317e-5
1,eastpersian,0
2,eastpersian,0
3,eastpersian,0
4,eastpersian,0
5,eastpersian,1.398707837e-315
6,eastpersian,5.790681778513282e-17
7,eastpersian,0
8,eastpersian,6.72e-321
9,eastpersian,5.232789891090765e-280
10,eastpersian,2.441764467048606e-5
1,eastpolit,0
2,eastpolit,0
3,eastpolit,0
4,eastpolit,2.5e-322
5,eastpolit,1.62617612414e-312
6,eastpolit,8.484511924845549e-15
7,eastpolit,5e-323
8,eastpolit,8.167e-320
9,eastpolit,9.417640106696891e-279
10,eastpolit,4.8835289328967905e-5
1,economyexport,0
2,economyexport,0
3,economyexport,0
4,economyexport,6.4e-323
5,economyexport,1.546754317e-315
6,economyexport,4.28533225143191e-17
7,economyexport,5e-324
8,economyexport,2.135e-320
9,economyexport,2.0710774950093345e-280
10,economyexport,2.4417644670507664e-5
1,emb,0
2,emb,0
3,emb,0
4,emb,9.93e-322
5,emb,2.445527952e-314
6,emb,3.629863120257774e-15
7,emb,9e-323
8,emb,1.94257e-319
9,emb,8.13247832889052e-279
10,emb,4.88352893359315e-5
1,emphasize:addit,0
2,emphasize:addit,0
3,emphasize:addit,0
4,emphasize:addit,4e-323
5,emphasize:addit,1.016288557e-315
6,emphasize:addit,1.3499261742256865e-17
7,emphasize:addit,0
8,emphasize:addit,1.197e-320
9,emphasize:addit,9.963938949660766e-281
10,emphasize:addit,2.441764467054978e-5
1,emphasize:bas,0
2,emphasize:bas,0
3,emphasize:bas,0
4,emphasize:bas,1e-322
5,emphasize:bas,3.15878726e-315
6,emphasize:bas,7.762455202432931e-17
7,emphasize:bas,1e-323
8,emphasize:bas,4.532e-320
9,emphasize:bas,4.97983115729203e-281
10,emphasize:bas,2.441764467045778e-5
1,energyeveri,0
2,energyeveri,5e-324
3,energyeveri,0
